tweet_id,retweet_count,favorite_count
734776360183431168,583,2639
734559631394082816,423,1572
733828123016450049,831,3785
733822306246479872,1079,3857
733482008106668032,1016,3307
733460102733135873,1367,4425
733109485275860992,17996,51680
732732193018155009,575,2569
732726085725589504,949,3710
732585889486888962,823,3870
732375214819057664,2701,8502
732005617171337216,5841,15702
731285275100512256,1052,3664
731156023742988288,1359,4030
730924654643314689,2116,6442
730573383004487680,2305,5167
730427201120833536,1112,3641
730211855403241472,1130,4018
730196704625098752,2048,5126
729854734790754305,1204,4238
729838605770891264,410,1793
729823566028484608,1324,4186
729463711119904772,2466,6098
729113531270991872,350,1981
728986383096946689,879,3322
728760639972315136,1821,4901
728751179681943552,725,2914
728653952833728512,1110,3477
728409960103686147,2145,5153
728387165835677696,1023,3851
728046963732717569,1257,4528
728035342121635841,1784,4774
728015554473250816,1168,4300
727685679342333952,683,3083
727644517743104000,1866,6190
727524757080539137,1305,4688
727314416056803329,802,3488
727286334147182592,871,3196
727175381690781696,1468,4061
727155742655025152,1412,3817
726935089318363137,2619,7227
726887082820554753,1608,4026
726828223124897792,1077,3728
726224900189511680,1228,4631
725842289046749185,2831,7403
725786712245440512,1451,4367
725729321944506368,1897,5439
725458796924002305,664,1476
724983749226668032,1390,3889
724771698126512129,688,2485
724405726123311104,1759,5558
724049859469295616,1888,4531
724046343203856385,595,2789
724004602748780546,1681,4387
723912936180330496,1307,4086
723688335806480385,3185,8084
723673163800948736,951,3172
723179728551723008,2003,5549
722974582966214656,1678,4315
722613351520608256,1745,5199
721503162398597120,1997,4883
721001180231503872,656,2652
720785406564900865,824,3263
720775346191278080,723,2598
720415127506415616,1593,4324
720389942216527872,2686,6720
720340705894408192,1037,3006
720059472081784833,1205,4075
720043174954147842,2141,5139
719991154352222208,1862,5060
719704490224398336,1548,4786
719551379208073216,2055,5298
719367763014393856,787,2927
719339463458033665,1335,4631
719332531645071360,1020,3580
718971898235854848,1169,3658
718939241951195136,1877,5492
718631497683582976,8626,19798
718613305783398402,514,2562
718540630683709445,1079,2609
718460005985447936,564,2827
718454725339934721,1607,5099
718246886998687744,534,2024
718234618122661888,1069,4065
717841801130979328,631,2572
717790033953034240,1205,3031
717537687239008257,1968,6030
717428917016076293,485,1685
717421804990701568,899,3302
717047459982213120,2033,6566
717009362452090881,1039,3429
716802964044845056,1255,4477
716791146589110272,1528,6261
716730379797970944,455,1289
716447146686459905,6288,13738
716439118184652801,227,2478
716285507865542656,1159,2915
716080869887381504,2049,7038
715928423106027520,932,3347
715758151270801409,1516,3918
715733265223708672,1801,4897
715704790270025728,605,2934
715696743237730304,1373,4096
715680795826982913,1730,4536
715360349751484417,1681,5739
715342466308784130,727,3174
715220193576927233,696,2531
715200624753819648,2014,5370
715009755312439296,1322,4368
714982300363173890,1108,3941
714962719905021952,4555,7711
714957620017307648,1515,4343
714631576617938945,1070,3428
714606013974974464,989,3800
714485234495041536,1236,2840
714258258790387713,764,3156
714251586676113411,898,3428
714214115368108032,939,2379
714141408463036416,1498,4520
713919462244790272,827,3438
713909862279876608,580,2011
713900603437621249,793,2971
713761197720473600,1472,5120
713411074226274305,1378,4630
713177543487135744,3018,7550
713175907180089344,1556,4680
712809025985978368,7193,19519
712717840512598017,5343,12964
712668654853337088,1298,4361
712438159032893441,1671,5584
712309440758808576,25,257
712097430750289920,1106,3985
712092745624633345,960,3086
712085617388212225,516,3406
712065007010385924,667,2375
711998809858043904,134,0
711968124745228288,2466,8458
711743778164514816,1053,2988
711732680602345472,4395,9324
711694788429553666,19526,34447
711652651650457602,979,4059
711363825979756544,1209,3839
711306686208872448,780,3479
711008018775851008,663,3143
710997087345876993,1488,4777
710844581445812225,736,2672
710833117892898816,576,2823
710658690886586372,604,2423
710609963652087808,2508,5034
710588934686908417,2002,4779
710296729921429505,787,2489
710283270106132480,550,2242
710272297844797440,1345,4750
710269109699739648,1205,2521
710153181850935296,958,3054
710140971284037632,954,2906
710117014656950272,2125,5777
709918798883774466,1140,3133
709901256215666688,105,708
709852847387627521,1276,3678
709566166965075968,1288,3724
709556954897764353,1135,3452
709519240576036864,256,1564
709449600415961088,628,2338
709409458133323776,740,2747
709225125749587968,610,2522
709207347839836162,6243,13237
709198395643068416,685,2536
709179584944730112,720,2117
709158332880297985,450,2145
709042156699303936,1755,4994
708853462201716736,701,1889
708845821941387268,957,3126
708834316713893888,538,1782
708810915978854401,7436,17325
708738143638450176,872,2881
708711088997666817,777,2680
708479650088034305,721,2677
708469915515297792,878,3243
708400866336894977,10824,16820
708356463048204288,1430,3799
708349470027751425,790,2471
708149363256774660,1647,4492
708130923141795840,892,3560
708119489313951744,1047,2822
708109389455101952,578,2029
708026248782585858,2044,4586
707995814724026368,1203,3281
707983188426153984,2,51
707969809498152960,1036,2838
707776935007539200,1012,3445
707741517457260545,653,2620
707738799544082433,2643,4298
707693576495472641,1072,3616
707629649552134146,940,2711
707610948723478529,6860,17839
707420581654872064,739,2395
707411934438625280,640,2399
707387676719185920,1392,3682
707377100785885184,1155,3450
707315916783140866,686,2601
707297311098011648,852,2903
707059547140169728,727,2708
707038192327901184,852,2310
707021089608753152,1465,4278
707014260413456384,641,2428
706904523814649856,8380,15341
706901761596989440,641,2177
706681918348251136,1035,3494
706644897839910912,1171,2713
706593038911545345,670,2271
706538006853918722,1512,3640
706516534877929472,1108,3258
706346369204748288,987,3623
706310011488698368,8542,22530
706291001778950144,500,1789
706265994973601792,983,2870
706169069255446529,2377,4103
706166467411222528,1722,5419
706153300320784384,414,1568
705975130514706432,789,3261
705970349788291072,953,3301
705898680587526145,598,2500
705786532653883392,561,2052
705591895322394625,1231,3334
705475953783398401,989,3113
705442520700944385,1758,4683
705428427625635840,1810,4025
705239209544720384,805,3155
705223444686888960,864,2716
705102439679201280,547,2262
705066031337840642,647,2287
704871453724954624,1191,4488
704859558691414016,583,2375
704847917308362754,1639,5379
704819833553219584,1068,2770
704761120771465216,3104,6981
704499785726889984,1069,3095
704491224099647488,89,808
704480331685040129,1132,3576
704364645503647744,3809,8451
704347321748819968,375,1672
704134088924532736,500,1592
704113298707505153,604,1957
704054845121142784,979,3072
703774238772166656,500,1941
703769065844768768,1215,3466
703631701117943808,740,2729
703611486317502464,1622,4064
703425003149250560,1481,3996
703407252292673536,745,2583
703382836347330562,1220,3685
703356393781329922,415,2018
703268521220972544,586,2071
703079050210877440,3323,7773
703041949650034688,13432,27784
702932127499816960,774,2728
702899151802126337,483,1695
702684942141153280,1156,3385
702671118226825216,602,2311
702598099714314240,3502,10889
702539513671897089,1024,3028
702332542343577600,1668,3364
702321140488925184,1102,3455
702276748847800320,817,2607
702217446468493312,1433,5066
701981390485725185,1063,3624
701952816642965504,1095,4011
701889187134500865,1473,3748
701805642395348998,1820,3617
701601587219795968,489,2199
701570477911896070,1002,2970
701545186879471618,656,2804
701214700881756160,5482,12870
700890391244103680,616,2338
700864154249383937,657,2731
700847567345688576,537,2559
700796979434098688,1029,2568
700747788515020802,10039,24045
700518061187723268,857,2785
700505138482569216,610,2401
700462010979500032,1928,4359
700167517596164096,800,2794
700151421916807169,707,2360
700143752053182464,2950,7938
700062718104104960,744,2786
700029284593901568,626,2182
700002074055016451,1444,3488
699801817392291840,1029,3217
699788877217865730,531,2365
699779630832685056,1328,2922
699775878809702401,649,2066
699691744225525762,4921,10808
699446877801091073,2801,6252
699434518667751424,543,2285
699423671849451520,353,1447
699413908797464576,664,2179
699370870310113280,470,1984
699323444782047232,924,3328
699088579889332224,674,2353
699079609774645248,704,2581
699072405256409088,1269,3161
699060279947165696,1935,3985
699036661657767936,1278,2747
698989035503689728,1055,3558
698953797952008193,969,2852
698907974262222848,665,2674
698710712454139905,730,2605
698703483621523456,406,1528
698635131305795584,364,1353
698549713696649216,661,2444
698355670425473025,484,1974
698342080612007937,1013,2382
698262614669991936,2151,5009
698195409219559425,6388,17653
698178924120031232,791,2950
697995514407682048,359,1612
697990423684476929,1386,3469
697943111201378304,738,2532
697881462549430272,1274,3177
697630435728322560,576,1844
697616773278015490,1083,3336
697596423848730625,1352,3200
697575480820686848,540,2151
697516214579523584,1214,2188
697482927769255936,722,2551
697463031882764288,1475,3598
697270446429966336,1991,4928
697259378236399616,1067,3462
697255105972801536,1239,3178
697242256848379904,712,2652
696900204696625153,1097,3362
696894894812565505,727,2466
696886256886657024,1920,5097
696877980375769088,761,2570
696754882863349760,382,1549
696744641916489729,1005,2178
696713835009417216,691,2499
696518437233913856,1816,4100
696490539101908992,156,1286
696488710901260288,1108,2679
696405997980676096,1218,3391
696100768806522880,713,2043
695816827381944320,1247,3165
695794761660297217,840,3359
695767669421768709,798,1973
695629776980148225,2247,4807
695446424020918272,1940,4597
695409464418041856,3824,9097
695314793360662529,1579,3838
695095422348574720,658,2787
695074328191332352,1183,3000
695064344191721472,642,1690
695051054296211456,841,2812
694925794720792577,977,2836
694905863685980160,1001,2904
694669722378485760,15495,37632
694356675654983680,312,1588
694352839993344000,665,2150
694342028726001664,524,1661
694329668942569472,537,2114
694206574471057408,2175,4407
694183373896572928,997,3105
694001791655137281,1107,3578
693993230313091072,434,1970
693942351086120961,396,1824
693647888581312512,635,2841
693644216740769793,135,1418
693642232151285760,445,2673
693629975228977152,856,2584
693622659251335168,398,1629
693590843962331137,2115,5335
693582294167244802,273,1728
693486665285931008,674,1875
693280720173801472,1327,3541
693267061318012928,878,2520
693262851218264065,537,2352
693231807727280129,786,3019
693155686491000832,3426,8313
693109034023534592,658,1811
693095443459342336,496,1979
692919143163629568,800,2820
692905862751522816,941,2568
692901601640583168,650,1882
692894228850999298,866,2405
692828166163931137,943,3033
692752401762250755,3888,7186
692568918515392513,1648,4578
692535307825213440,1453,3372
692530551048294401,449,1945
692423280028966913,245,1558
692417313023332352,3717,9838
692187005137076224,877,2662
692158366030913536,850,2269
692142790915014657,423,1731
692041934689402880,1364,3583
692017291282812928,1020,3021
691820333922455552,1774,4166
691793053716221953,4498,8542
691756958957883396,1096,3048
691675652215414786,544,2053
691483041324204033,607,2502
691459709405118465,1235,4283
691444869282295808,909,2794
691416866452082688,8197,20377
691321916024623104,707,2714
691096613310316544,953,3122
691090071332753408,359,1802
690989312272396288,3080,6233
690959652130045952,1346,3780
690938899477221376,2139,4361
690932576555528194,1096,3469
690735892932222976,1372,3990
690728923253055490,554,2294
690690673629138944,855,2453
690649993829576704,301,1382
690607260360429569,17,306
690597161306841088,646,2075
690400367696297985,488,1977
690374419777196032,925,3435
690360449368465409,955,2788
690348396616552449,549,1588
690248561355657216,439,1774
690021994562220032,1108,2951
690015576308211712,793,2649
690005060500217858,1808,3866
689999384604450816,400,1506
689993469801164801,489,1548
689977555533848577,479,1444
689905486972461056,744,2567
689877686181715968,1270,3188
689835978131935233,810,2283
689661964914655233,998,3374
689659372465688576,4164,10928
689623661272240129,692,2356
689599056876867584,5932,12260
689557536375177216,495,2162
689517482558820352,1532,3579
689289219123089408,1001,2379
689283819090870273,1190,3469
689280876073582592,772,2109
689275259254616065,264,1219
689255633275777024,1162,2698
689154315265683456,1075,3230
689143371370250240,552,2135
688916208532455424,934,2882
688908934925697024,828,2230
688898160958271489,845,2219
688894073864884227,743,2355
688828561667567616,398,1458
688804835492233216,209,1012
688789766343622656,715,2342
688547210804498433,756,2752
688519176466644993,788,2441
688385280030670848,4783,9795
688211956440801280,898,2347
688179443353796608,630,2231
688116655151435777,841,2978
688064179421470721,386,1822
687841446767013888,2709,5767
687826841265172480,1209,2882
687818504314159109,1016,2639
687807801670897665,754,2522
687732144991551489,701,1859
687704180304273409,898,2575
687664829264453632,549,2044
687494652870668288,616,2017
687480748861947905,261,1689
687476254459715584,572,2082
687460506001633280,585,2161
687399393394311168,676,1997
687317306314240000,9826,21200
687312378585812992,2036,4591
687127927494963200,2460,5764
687124485711986689,543,2282
687109925361856513,2643,6128
687102708889812993,1064,2472
687096057537363968,651,2364
686947101016735744,3412,9078
686760001961103360,1477,3709
686749460672679938,1564,3659
686730991906516992,1286,4380
686683045143953408,861,2962
686618349602762752,1458,3884
686606069955735556,583,2003
686394059078897668,728,1841
686386521809772549,943,3437
686377065986265092,601,2345
686358356425093120,730,2320
686286779679375361,1790,4225
686050296934563840,783,2327
686035780142297088,129,1220
686034024800862208,1252,3292
686007916130873345,450,2615
686003207160610816,678,1924
685973236358713344,564,2225
685943807276412928,646,1719
685906723014619143,3128,7936
685681090388975616,137,2143
685667379192414208,617,2470
685663452032069632,1572,3430
685641971164143616,836,3097
685547936038666240,16846,34763
685532292383666176,1235,3207
685325112850124800,4290,9997
685321586178670592,687,2792
685315239903100929,1160,3534
685307451701334016,473,2178
685268753634967552,1298,3266
685198997565345792,715,2464
685169283572338688,1529,4324
684969860808454144,410,2492
684959798585110529,3370,7195
684940049151070208,1120,3392
684926975086034944,503,3692
684914660081053696,1567,3696
684902183876321280,569,1985
684880619965411328,880,2213
684830982659280897,23223,36977
684800227459624960,1071,2859
684594889858887680,3801,9425
684588130326986752,1507,4342
684567543613382656,1326,3173
684538444857667585,1028,2797
684481074559381504,1254,4079
684460069371654144,596,2085
684241637099323392,3554,8598
684225744407494656,229,1308
684222868335505415,1481,4057
684200372118904832,1110,2284
684195085588783105,560,2023
684188786104872960,1258,3671
684177701129875456,724,2128
684147889187209216,1609,3143
684122891630342144,511,2102
684097758874210310,1546,4337
683857920510050305,1201,4010
683852578183077888,377,2029
683849932751646720,1053,2765
683834909291606017,1192,2765
683828599284170753,1138,2948
683773439333797890,1459,3530
683742671509258241,3573,6863
683515932363329536,3130,7764
683498322573824003,1033,3348
683481228088049664,1067,2777
683462770029932544,719,2567
683449695444799489,1728,4114
683391852557561860,2571,8029
683357973142474752,1009,3092
683142553609318400,1115,3035
683111407806746624,982,3585
683098815881154561,709,2284
683078886620553216,603,2089
683030066213818368,787,2272
682962037429899265,17946,38969
682808988178739200,193,1868
682788441537560576,1201,2607
682750546109968385,469,1606
682697186228989953,387,1383
682662431982772225,1163,3210
682638830361513985,647,2164
682429480204398592,1250,3622
682406705142087680,1897,7996
682393905736888321,735,2361
682389078323662849,503,1763
682303737705140231,1073,3253
682259524040966145,1309,4400
682242692827447297,1274,3430
682088079302213632,10646,19296
682059653698686977,1821,5238
682047327939461121,1038,3388
682032003584274432,2159,6945
682003177596559360,1645,3316
681981167097122816,1107,2930
681891461017812993,888,2601
681694085539872773,4352,13452
681679526984871937,482,1855
681654059175129088,997,2788
681610798867845120,509,2013
681579835668455424,1402,3732
681523177663676416,6254,15080
681340665377193984,299,1731
681339448655802368,4363,9781
681320187870711809,813,2796
681302363064414209,1970,4156
681297372102656000,1028,3366
681281657291280384,1183,3390
681261549936340994,296,1532
681242418453299201,582,1576
681231109724700672,519,2522
681193455364796417,1605,3907
680970795137544192,715,2559
680959110691590145,2142,4793
680940246314430465,1136,3389
680934982542561280,472,2187
680913438424612864,664,2520
680889648562991104,394,1859
680836378243002368,1429,3640
680805554198020098,711,2278
680801747103793152,891,2492
680798457301471234,1122,3009
680609293079592961,768,2776
680583894916304897,1446,3817
680497766108381184,2055,4460
680494726643068929,518,1800
680473011644985345,801,2681
680440374763077632,544,1527
680221482581123072,309,1528
680206703334408192,1260,2985
680191257256136705,540,2258
680176173301628928,1688,4102
680161097740095489,789,2437
680145970311643136,1871,3806
680130881361686529,1020,2409
680115823365742593,973,2857
680100725817409536,1468,3757
680085611152338944,9570,13462
680070545539371008,940,2708
680055455951884288,7629,17571
679877062409191424,691,2067
679872969355714560,713,2284
679862121895714818,667,2582
679854723806179328,1323,3014
679844490799091713,824,2491
679828447187857408,15072,38111
679777920601223168,1198,3240
679736210798047232,852,2197
679729593985699840,881,2276
679722016581222400,502,1743
679530280114372609,2222,5008
679527802031484928,775,2782
679511351870550016,1368,3546
679503373272485890,1591,3311
679475951516934144,686,2202
679462823135686656,20219,33343
679405845277462528,1288,2495
679158373988876288,8695,22560
679148763231985668,1103,2908
679132435750195208,1238,3111
679111216690831360,2737,6245
679062614270468097,8796,17913
679047485189439488,730,2360
679001094530465792,1319,2962
678991772295516161,1258,2436
678969228704284672,496,1722
678800283649069056,963,2697
678798276842360832,1272,3653
678774928607469569,986,2932
678767140346941444,1464,3703
678764513869611008,509,1715
678755239630127104,3538,7487
678740035362037760,1822,3939
678708137298427904,2602,5832
678675843183484930,1584,3008
678643457146150913,456,2148
678446151570427904,1674,4190
678424312106393600,2717,5663
678410210315247616,1953,4438
678399652199309312,33957,82545
678396796259975168,449,1663
678389028614488064,450,1957
678380236862578688,968,2554
678341075375947776,573,1805
678334497360859136,279,1360
678278586130948096,6488,12001
678255464182861824,397,1654
678023323247357953,412,2013
678021115718029313,6794,14385
677961670166224897,1793,3573
677918531514703872,436,1412
677895101218201600,2247,5044
677716515794329600,1030,3187
677700003327029250,1537,3552
677698403548192770,339,1279
677687604918272002,898,2586
677673981332312066,1599,3491
677662372920729601,1041,2036
677644091929329666,848,1960
677573743309385728,771,2238
677565715327688705,484,1351
677557565589463040,1240,2545
677547928504967168,3869,7227
677530072887205888,240,1120
677335745548390400,1909,3175
677334615166730240,314,1418
677331501395156992,252,1138
677328882937298944,1589,3786
677314812125323265,570,1719
677301033169788928,436,1298
677269281705472000,749,2083
677228873407442944,1741,3695
677187300187611136,984,2850
676975532580409345,1137,2893
676957860086095872,857,2305
676949632774234114,422,1359
676948236477857792,925,2266
676946864479084545,402,1778
676942428000112642,808,2158
676936541936185344,5219,13228
676916996760600576,1914,3090
676897532954456065,766,2352
676864501615042560,756,2196
676821958043033607,16595,24014
676819651066732545,704,1875
676811746707918848,449,1472
676776431406465024,2126,5198
676617503762681856,1045,3018
676613908052996102,207,1138
676606785097199616,465,1959
676603393314578432,412,1221
676593408224403456,2287,4754
676590572941893632,134,948
676588346097852417,846,2434
676582956622721024,297,1256
676575501977128964,1188,2696
676533798876651520,594,1956
676496375194980353,567,1583
676470639084101634,4951,12069
676440007570247681,703,1789
676430933382295552,364,1454
676263575653122048,580,2160
676237365392908289,311,1274
676219687039057920,32845,77788
676215927814406144,620,1806
676191832485810177,1084,2370
676146341966438401,706,1991
676121918416756736,1227,2226
676101918813499392,1225,2919
676098748976615425,1521,3127
676089483918516224,453,1369
675898130735476737,604,1699
675891555769696257,923,2218
675888385639251968,1017,2464
675878199931371520,1474,4334
675870721063669760,602,1703
675853064436391936,1369,2784
675849018447167488,157,979
675845657354215424,938,2372
675822767435051008,564,1584
675820929667219457,243,1091
675798442703122432,3574,10627
675781562965868544,501,1683
675740360753160193,366,1211
675710890956750848,869,1958
675707330206547968,734,2056
675706639471788032,103,670
675534494439489536,439,1881
675531475945709568,406,1220
675522403582218240,300,1079
675517828909424640,481,1353
675501075957489664,6128,17728
675497103322386432,1366,3250
675489971617296384,627,1349
675483430902214656,1024,1913
675432746517426176,597,1578
675372240448454658,531,1755
675362609739206656,240,1080
675354435921575936,18083,33911
675349384339542016,2377,4048
675334060156301312,1360,2877
675166823650848770,1698,3732
675153376133427200,2742,6491
675149409102012420,1770,3864
675147105808306176,253,975
675146535592706048,328,1236
675145476954566656,948,2208
675135153782571009,518,1342
675113801096802304,820,2013
675111688094527488,265,995
675109292475830276,1190,2885
675047298674663426,342,1096
675015141583413248,1260,2800
675006312288268288,236,1012
675003128568291329,498,1600
674999807681908736,1154,2321
674805413498527744,370,887
674800520222154752,901,3097
674793399141146624,1144,2580
674790488185167872,265,1139
674788554665512960,218,835
674781762103414784,1264,2065
674774481756377088,496,1163
674767892831932416,834,1886
674764817387900928,249,808
674754018082705410,469,1402
674752233200820224,487,1502
674743008475090944,582,1448
674742531037511680,54,504
674739953134403584,415,1146
674737130913071104,96,665
674690135443775488,489,1185
674670581682434048,686,1662
674664755118911488,266,949
674646392044941312,525,1483
674644256330530816,283,1060
674638615994089473,607,1728
674632714662858753,603,1544
674606911342424069,103,962
674468880899788800,2157,6404
674447403907457024,372,1089
674436901579923456,413,1146
674422304705744896,557,1472
674416750885273600,146,703
674410619106390016,484,1230
674394782723014656,599,1538
674372068062928900,323,868
674330906434379776,76,575
674318007229923329,538,1452
674307341513269249,7266,11639
674291837063053312,6160,15162
674271431610523648,760,1610
674269164442398721,236,922
674265582246694913,887,1682
674262580978937856,476,1339
674255168825880576,584,1510
674082852460433408,177,772
674075285688614912,300,1006
674063288070742018,2325,6533
674053186244734976,1355,3413
674051556661161984,504,1482
674045139690631169,666,1460
674042553264685056,134,738
674038233588723717,427,1125
674036086168010753,225,864
674024893172875264,1284,1828
674019345211760640,312,1164
674014384960745472,675,1603
674008982932058114,368,1231
673956914389192708,1005,1996
673919437611909120,383,1196
673906403526995968,1686,3271
673887867907739649,262,954
673716320723169284,792,3146
673715861853720576,2175,3629
673711475735838725,308,1058
673709992831262724,284,871
673708611235921920,300,1101
673707060090052608,405,1124
673705679337693185,413,1284
673700254269775872,594,1478
673697980713705472,2041,3898
673689733134946305,676,1782
673688752737402881,516,1296
673686845050527744,455,1480
673680198160809984,484,1406
673662677122719744,374,1279
673656262056419329,253,733
673636718965334016,376,1140
673612854080196609,748,1625
673583129559498752,382,1221
673580926094458881,276,852
673576835670777856,583,1419
673363615379013632,318,1046
673359818736984064,696,1481
673355879178194945,605,1525
673352124999274496,557,1687
673350198937153538,221,757
673345638550134785,1327,2584
673343217010679808,280,993
673342308415348736,610,1300
673320132811366400,8261,13779
673317986296586240,271,886
673295268553605120,3287,7689
673270968295534593,383,1087
673240798075449344,757,1448
673213039743795200,880,2301
673148804208660480,651,1734
672997845381865473,749,2007
672995267319328768,308,976
672988786805112832,303,1000
672984142909456390,563,1277
672980819271634944,1037,1852
672975131468300288,948,1724
672970152493887488,369,971
672968025906282496,567,1340
672964561327235073,662,1454
672902681409806336,523,1392
672898206762672129,435,911
672884426393653248,855,1586
672877615439593473,381,1053
672834301050937345,589,1340
672828477930868736,507,1275
672640509974827008,334,992
672622327801233409,513,1320
672614745925664768,606,1247
672609152938721280,401,1139
672604026190569472,415,1136
672594978741354496,625,1355
672591762242805761,345,970
672591271085670400,191,743
672538107540070400,382,1049
672523490734551040,178,655
672488522314567680,451,1136
672482722825261057,628,1160
672481316919734272,128,729
672475084225949696,723,1465
672466075045466113,557,1381
672272411274932228,3508,6592
672267570918129665,634,1534
672264251789176834,351,1171
672256522047614977,1608,2875
672254177670729728,765,1462
672248013293752320,629,1760
672245253877968896,162,700
672239279297454080,330,914
672231046314901505,1046,1876
672222792075620352,218,802
672205392827572224,1194,2308
672169685991993344,382,1043
672160042234327040,370,886
672139350159835138,741,1784
672125275208069120,1179,2458
672095186491711488,377,1018
672082170312290304,377,961
672068090318987265,531,1323
671896809300709376,4294,8630
671891728106971137,585,1357
671882082306625538,1419,3539
671879137494245376,709,1446
671874878652489728,577,1271
671866342182637568,517,1146
671855973984772097,466,926
671789708968640512,3601,7206
671768281401958400,542,1220
671763349865160704,955,1713
671744970634719232,796,1374
671743150407421952,238,756
671735591348891648,780,1474
671729906628341761,4503,8682
671561002136281088,7462,13102
671550332464455680,213,937
671547767500775424,613,1374
671544874165002241,1083,2026
671542985629241344,585,1111
671538301157904385,410,938
671536543010570240,420,1201
671533943490011136,597,1039
671528761649688577,265,851
671520732782923777,540,1421
671518598289059840,302,969
671511350426865664,748,1640
671504605491109889,3655,7183
671497587707535361,460,935
671488513339211776,483,1031
671486386088865792,212,593
671485057807351808,239,776
671390180817915904,755,1449
671362598324076544,301,1132
671357843010908160,151,407
671355857343524864,116,486
671347597085433856,442,984
671186162933985280,218,751
671182547775299584,356,1147
671166507850801152,363,889
671163268581498880,1140,1691
671159727754231808,84,380
671154572044468225,225,737
671151324042559489,159,687
671147085991960577,235,688
671141549288370177,673,1190
671138694582165504,417,949
671134062904504320,199,764
671122204919246848,2603,3572
671115716440031232,796,1385
671109016219725825,454,1168
670995969505435648,301,1128
670842764863651840,9028,25060
670840546554966016,201,607
670838202509447168,718,1138
670833812859932673,128,458
670832455012716544,225,747
670826280409919488,4192,5663
670823764196741120,198,792
670822709593571328,99,625
670815497391357952,1589,3240
670811965569282048,277,1152
670807719151067136,504,1174
670804601705242624,987,2007
670803562457407488,89,346
670797304698376195,244,747
670792680469889025,286,851
670789397210615808,248,676
670786190031921152,207,610
670783437142401025,408,833
670782429121134593,797,1600
670780561024270336,297,796
670778058496974848,74,333
670764103623966721,437,1095
670755717859713024,115,453
670733412878163972,527,983
670727704916926465,372,842
670717338665226240,510,1237
670704688707301377,383,779
670691627984359425,252,600
670679630144274432,292,762
670676092097810432,44,257
670668383499735048,5209,10943
670474236058800128,787,1564
670468609693655041,87,359
670465786746662913,570,989
670452855871037440,214,561
670449342516494336,694,1218
670444955656130560,2042,6855
670442337873600512,203,656
670435821946826752,533,1075
670434127938719744,667,1430
670433248821026816,117,333
670428280563085312,651,1411
670427002554466305,170,529
670421925039075328,658,1339
670420569653809152,327,638
670417414769758208,330,582
670411370698022913,931,2070
670408998013820928,233,569
670403879788544000,162,442
670385711116361728,220,575
670374371102445568,277,757
670361874861563904,69,335
670338931251150849,114,435
670319130621435904,1266,3939
670303360680108032,139,434
670290420111441920,297,723
670093938074779648,348,1051
670086499208155136,262,713
670079681849372674,1283,2262
670073503555706880,817,1603
670069087419133954,252,646
670061506722140161,353,783
670055038660800512,342,682
670046952931721218,181,659
670040295598354432,115,769
670037189829525505,288,597
670003130994700288,96,340
669993076832759809,87,331
669972011175813120,168,454
669970042633789440,62,307
669942763794931712,172,520
669926384437997569,108,384
669923323644657664,59,241
669753178989142016,415,830
669749430875258880,67,276
669684865554620416,91,531
669683899023405056,114,396
669682095984410625,137,359
669680153564442624,299,681
669661792646373376,455,821
669625907762618368,1866,3601
669603084620980224,375,962
669597912108789760,155,519
669583744538451968,959,1517
669573570759163904,146,445
669571471778410496,1050,1613
669567591774625800,58,239
669564461267722241,128,395
669393256313184256,79,375
669375718304980992,753,1364
669371483794317312,187,506
669367896104181761,164,472
669363888236994561,237,640
669359674819481600,127,376
669354382627049472,1309,2767
669353438988365824,266,658
669351434509529089,194,450
669328503091937280,431,1032
669327207240699904,119,586
669324657376567296,214,503
669216679721873412,414,1208
669214165781868544,175,448
669203728096960512,494,1024
669037058363662336,323,674
669015743032369152,384,757
669006782128353280,260,590
669000397445533696,6576,21283
668994913074286592,240,450
668992363537309700,358,757
668989615043424256,338,695
668988183816871936,488,917
668986018524233728,173,564
668981893510119424,317,550
668979806671884288,357,808
668975677807423489,602,1327
668967877119254528,25,150
668960084974809088,245,720
668955713004314625,74,285
668932921458302977,59,272
668902994700836864,103,323
668892474547511297,155,405
668872652652679168,308,539
668852170888998912,171,461
668826086256599040,141,443
668815180734689280,279,583
668779399630725120,382,716
668655139528511488,224,543
668645506898350081,554,915
668643542311546881,543,899
668641109086707712,555,1098
668636665813057536,502,1063
668633411083464705,1698,2882
668631377374486528,326,734
668627278264475648,118,325
668625577880875008,138,395
668623201287675904,800,1470
668620235289837568,44,207
668614819948453888,322,622
668587383441514497,1111,1698
668567822092664832,57,250
668544745690562560,233,533
668542336805281792,222,471
668537837512433665,77,257
668528771708952576,232,473
668507509523615744,111,333
668496999348633600,135,421
668484198282485761,241,435
668480044826800133,153,471
668466899341221888,528,902
668297328638447616,306,632
668291999406125056,32,249
668286279830867968,142,517
668274247790391296,235,842
668268907921326080,243,565
668256321989451776,636,1329
668248472370458624,502,1014
668237644992782336,2925,6330
668226093875376128,106,305
668221241640230912,203,518
668204964695683073,200,561
668190681446379520,200,665
668171859951755264,201,503
668154635664932864,325,506
668142349051129856,294,576
668113020489474048,252,678
667937095915278337,816,1294
667924896115245057,113,307
667915453470232577,58,215
667911425562669056,311,498
667902449697558528,385,862
667886921285246976,1120,1920
667885044254572545,501,833
667878741721415682,122,399
667873844930215936,417,639
667866724293877760,1058,3047
667861340749471744,78,245
667832474953625600,63,293
667806454573760512,510,1070
