tweet_id,retweet_count,favorite_count
817423860136083457,16435,36625
817415592588222464,1060,6011
817181837579653120,9338,0
817171292965273600,2208,9338
817120970343411712,2882,13022
817056546584727552,1817,9175
816829038950027264,5184,0
816816676327063552,2236,10700
816697700272001025,2431,10495
816450570814898180,8916,32739
816336735214911488,2148,9209
816091915477250048,2368,9566
816062466425819140,1144,0
816014286006976512,5841,0
815990720817401858,1144,5359
815966073409433600,9338,24028
815745968457060357,4551,0
815736392542261248,2501,10542
815639385530101762,1812,8806
815390420867969024,4186,11094
814986499976527872,1424,8179
814638523311648768,2976,12086
814578408554463233,6388,0
814530161257443328,2038,9288
814153002265309185,9559,30838
813944609378369540,3522,0
813910438903693312,2070,9964
813812741911748608,15419,38945
813800681631023104,1934,8953
813217897535406080,8030,20039
813202720496779264,1977,9846
813187593374461952,4805,21267
813172488309972993,2105,10006
813157409116065792,2444,8321
813142292504645637,2596,9033
813130366689148928,488,4790
813127251579564032,3443,12716
813112105746448384,3035,11081
813096984823349248,3970,11287
813081950185472002,3046,10595
813066809284972545,2144,8544
813051746834595840,8073,22482
812781120811126785,2104,8129
812747805718642688,7630,0
812709060537683968,1572,7113
812503143955202048,1348,6525
812466873996607488,2119,8576
812372279581671427,4036,14705
811985624773361665,1547,7792
811744202451197953,1775,8101
811647686436880384,819,5991
811627233043480576,3449,13733
811386762094317568,7046,22433
810984652412424192,1579,5723
810896069567610880,1971,9718
810657578271330305,2916,11773
810284430598270976,12585,38061
810254108431155201,3699,15770
809920764300447744,4305,16632
809808892968534016,5406,0
809448704142938112,1618,7437
809220051211603969,6197,21412
809084759137812480,3863,14192
808838249661788160,3355,10851
808733504066486276,2391,8499
808501579447930884,2868,12123
808344865868283904,22883,45662
808134635716833280,6567,0
808106460588765185,2420,9365
808001312164028416,3901,13512
807621403335917568,4062,15651
807106840509214720,61293,127595
807059379405148160,8087,0
807010152071229440,4218,14006
806629075125202948,38457,80745
806620845233815552,6092,0
806576416489959424,2120,5209
806542213899489280,2613,10983
806242860592926720,12907,0
806219024703037440,1319,6905
805958939288408065,5933,0
805932879469572096,2110,8890
805826884734976000,2019,7080
805823200554876929,8880,0
805520635690676224,1820,6166
805487436403003392,2797,9427
805207613751304193,1883,8390
804738756058218496,4251,14774
804475857670639616,2220,6607
804413760345620481,3557,0
804026241225523202,17906,47988
803773340896923648,3058,10804
803692223237865472,8197,0
803638050916102144,4571,11807
803380650405482500,2050,8336
803321560782307329,5872,0
803276597545603072,2730,10783
802952499103731712,2219,9709
802624713319034886,3232,0
802600418706604034,1626,7655
802572683846291456,2760,9613
802323869084381190,6446,17479
802265048156610565,1507,7107
802239329049477120,2876,9769
802185808107208704,294,0
801958328846974976,1886,8303
801854953262350336,259,1893
801538201127157760,2274,8825
801285448605831168,919,6520
801167903437357056,6567,26371
801127390143516673,4389,0
801115127852503040,2309,8703
800859414831898624,107,744
800855607700029440,1801,0
800751577355128832,3064,11298
800513324630806528,3324,14136
800459316964663297,2391,10187
800443802682937345,4768,0
800388270626521089,3103,12003
800188575492947969,4352,0
800141422401830912,2832,16470
800018252395122689,14558,30561
799774291445383169,5177,0
799757965289017345,2391,9053
799422933579902976,2116,8658
799308762079035393,6117,0
799297110730567681,3064,10675
799063482566066176,2725,8715
798933969379225600,4952,14175
798925684722855936,1589,8004
798705661114773508,7297,0
798701998996647937,8626,0
798697898615730177,7193,0
798694562394996736,5482,0
798686750113755136,2571,0
798682547630837760,5219,0
798673117451325440,6128,0
798665375516884993,4294,0
798644042770751489,2042,0
798628517273620480,2171,0
798585098161549313,6301,0
798576900688019456,6482,0
798340744599797760,3718,0
798209839306514432,2830,11177
797971864723324932,3471,12544
797545162159308800,5370,15613
797236660651966464,7332,21536
797165961484890113,29,248
796904159865868288,9826,0
796865951799083009,2103,8269
796759840936919040,3378,12788
796563435802726400,8072,0
796484825502875648,1949,8164
796387464403357696,4603,11851
796177847564038144,15821,0
796149749086875649,15821,34854
796125600683540480,1972,5319
796116448414461957,2679,9795
796080075804475393,2568,9103
796031486298386433,4075,11629
795464331001561088,26326,53641
795400264262053889,3167,10885
795076730285391872,6000,17494
794983741416415232,3726,0
794926597468000259,2555,11076
794355576146903043,11362,0
794332329137291264,2923,10309
794205286408003585,3657,9895
793962221541933056,5406,18131
793845145112371200,2075,9911
793614319594401792,3445,0
793601777308463104,1812,8586
793500921481273345,2631,11521
793286476301799424,10175,26511
793271401113350145,2617,9311
793256262322548741,9212,21519
793241302385262592,3620,11329
793226087023144960,3160,10593
793210959003287553,3110,9623
793195938047070209,6216,16436
793180763617361921,2199,7450
793165685325201412,3079,10128
793150605191548928,1886,6643
793135492858580992,2762,6964
793120401413079041,4325,13670
792913359805018113,4439,15441
792883833364439040,4724,12192
792773781206999040,1857,7910
792394556390137856,4737,14495
792050063153438720,1987,7732
791821351946420224,23223,0
791784077045166082,10646,0
791780927877898241,4198,0
791774931465953280,24516,48609
791672322847637504,3445,12659
791406955684368384,4551,14138
791312159183634433,2810,9463
791026214425268224,4547,0
790987426131050500,2362,10654
790946055508652032,5184,17892
790723298204217344,2559,0
790698755171364864,2104,8825
790581949425475584,7932,22246
790337589677002753,2061,8424
790277117346975746,3522,13502
790227638568808452,3945,0
789986466051088384,2559,9956
789960241177853952,4580,0
789903600034189313,4557,11192
789628658055020548,1970,8088
789599242079838210,2140,7288
789530877013393408,3726,12674
789314372632018944,2544,9257
789280767834746880,5461,0
789268448748703744,2846,9807
789137962068021249,3083,10445
788908386943430656,13667,29486
788765914992902144,11363,29519
788552643979468800,7946,0
788412144018661376,5853,16790
788178268662984705,2337,7792
788150585577050112,1439,6625
788070120937619456,3774,0
788039637453406209,1459,6608
787810552592695296,3366,9340
787717603741622272,3070,10989
787397959788929025,3128,11665
787322443945877504,1922,8382
787111942498508800,7398,0
786963064373534720,8819,28588
786729988674449408,2663,0
786709082849828864,6710,19548
786664955043049472,2829,11463
786595970293370880,3411,10116
786363235746385920,3866,11728
786286427768250368,3154,8577
786233965241827333,5262,16454
786051337297522688,169,1548
786036967502913536,7785,0
785927819176054784,3482,12212
785872687017132033,2014,7180
785639753186217984,2447,8395
785533386513321988,2211,9798
785515384317313025,1384,6546
785264754247995392,1801,7802
785170936622350336,5352,13008
784826020293709826,3557,10887
784517518371221505,2791,9641
784431430411685888,1412,6120
784183165795655680,8880,21599
784057939640352768,12275,32099
783839966405230592,11898,32264
783821107061198850,2160,7907
783695101801398276,3547,11222
783466772167098368,2480,9073
783391753726550016,6063,18114
783347506784731136,6160,0
783334639985389568,12907,31379
783085703974514689,2443,8737
782969140009107456,8087,25877
782747134529531904,1535,8018
782722598790725632,5933,18525
782598640137187329,2059,8341
782305867769217024,6131,17888
782021823840026624,6860,0
781955203444699136,3696,11923
781661882474196992,2978,11211
781655249211752448,1236,4293
781524693396357120,6092,22263
781308096455073793,2792,7645
781251288990355457,2310,9051
781163403222056960,2999,10471
780931614150983680,8072,23199
780858289093574656,2192,7716
780800785462489090,1428,5915
780601303617732608,3656,12955
780543529827336192,1905,6753
780496263422808064,4076,0
780476555013349377,128,0
780459368902959104,1175,5671
780192070812196864,2456,9328
780092040432480260,2526,0
780074436359819264,5489,13130
779834332596887552,7785,20357
779377524342161408,3415,9444
779124354206535695,20219,0
779123168116150273,3993,12653
779056095788752897,4961,15861
778990705243029504,7983,21480
778774459159379968,10935,0
778764940568104960,403,918
778748913645780993,1465,7391
778650543019483137,1636,6189
778624900596654080,1113,4987
778408200802557953,4772,14622
778396591732486144,13432,0
778383385161035776,1209,6246
778286810187399168,3631,11132
778039087836069888,2888,9081
778027034220126208,1778,7020
777953400541634568,3864,0
777885040357281792,1805,6809
777684233540206592,3232,12022
777641927919427584,4659,0
777621514455814149,2734,9398
777189768882946048,4748,15319
776819012571455488,15072,0
776813020089548800,1325,5224
776477788987613185,3072,9470
776249906839351296,10039,0
776218204058357768,17502,32105
776201521193218049,2763,10268
776113305656188928,4768,12574
776088319444877312,166,1963
775898661951791106,17996,0
775842724423557120,2934,12543
775733305207554048,4389,14808
775729183532220416,5000,13818
775364825476165632,3257,7954
775350846108426240,4280,10860
775085132600442880,5177,16625
774757898236878852,1937,9133
774639387460112384,1904,7187
774314403806253056,6117,23275
773985732834758656,4246,11490
773922284943896577,1893,6830
773704687002451968,1790,7059
773670353721753600,1418,5684
773547596996571136,6739,23574
773336787167145985,5569,0
773308824254029826,8172,24825
773247561583001600,3508,10066
773191612633579521,4495,10669
772877495989305348,4231,9162
772826264096874500,2543,8528
772615324260794368,3690,0
772581559778025472,1846,6913
772193107915964416,1510,6413
772152991789019136,1225,4038
772117678702071809,803,4005
772114945936949249,516,2895
772102971039580160,1011,4279
771908950375665664,2073,7024
771770456517009408,3718,12814
771500966810099713,2865,8837
771380798096281600,5569,11234
771171053431250945,8261,0
771136648247640064,3197,9818
771102124360998913,1565,6652
771014301343748096,1805,7338
771004394259247104,240,0
770787852854652928,1332,5296
770772759874076672,1541,5544
770655142660169732,1898,7816
770414278348247044,2250,6716
770293558247038976,1627,6660
770093767776997377,3315,0
770069151037685760,2514,8090
769940425801170949,10549,33583
769695466921623552,1810,6816
769335591808995329,8380,0
769212283578875904,1870,5757
768970937022709760,7139,15379
768909767477751808,2950,0
768855141948723200,968,4472
768609597686943744,1324,4393
768596291618299904,1390,5356
768554158521745409,6349,0
768473857036525572,3734,14550
768193404517830656,3864,11632
767884188863397888,1533,5071
767754930266464257,5872,17107
767500508068192258,2543,7988
767191397493538821,4154,13094
767122157629476866,3109,10802
766864461642756096,6171,0
766793450729734144,1480,5415
766714921925144576,422,2781
766693177336135680,862,4309
766423258543644672,1741,6423
766313316352462849,2049,7235
766078092750233600,2831,0
766069199026450432,942,4571
766008592277377025,537,3988
765719909049503744,2346,7724
765669560888528897,1328,5544
765395769549590528,3693,28133
765371061932261376,2350,7562
765222098633691136,3690,12382
764857477905154048,1926,6851
764259802650378240,1654,6455
763956972077010945,59,788
763837565564780549,4547,13445
763183847194451968,1605,5755
763167063695355904,3287,0
763103485927849985,2482,7841
762699858130116608,3945,12971
762471784394268675,7052,12015
762464539388485633,4580,11001
762316489655476224,1228,5126
762035686371364864,16974,34092
761976711479193600,2197,5751
761750502866649088,4290,0
761745352076779520,937,4529
761672994376806400,31580,52753
761599872357261312,1281,4393
761371037149827077,19526,0
761334018830917632,1578,5547
761292947749015552,1195,4750
761227390836215808,1693,5658
761004547850530816,3774,12033
760893934457552897,1058,4068
760656994973933572,2096,7040
760641137271070720,1405,5272
760539183865880579,3945,8058
760521673607086080,1521,4497
760290219849637889,12483,28525
760252756032651264,941,4194
760190180481531904,1967,6067
760153949710192640,34,0
759943073749200896,2274,6314
759923798737051648,6171,15627
759846353224826880,2153,7154
759793422261743616,2066,6338
759566828574212096,22969,0
759557299618865152,1272,5007
759447681597108224,2663,9023
759446261539934208,529,1774
759197388317847553,2115,6444
759159934323924993,1266,0
759099523532779520,4537,15463
759047813560868866,2190,6929
758854675097526272,970,3774
758828659922702336,4163,11880
758740312047005698,1743,6087
758474966123810816,1077,4063
758467244762497024,2421,5105
758405701903519748,2093,5531
758355060040593408,1180,3656
758099635764359168,10935,20406
758041019896193024,407,2875
757741869644341248,3535,7318
757729163776290825,8796,0
757725642876129280,1320,4829
757611664640446465,1213,4848
757597904299253760,317,0
757596066325864448,1147,4619
757400162377592832,7416,16107
757393109802180609,1898,6202
757354760399941633,1546,4799
756998049151549440,2156,6657
756939218950160384,2181,7064
756651752796094464,1428,5390
756526248105566208,3924,11054
756303284449767430,1177,4199
756288534030475264,18978,45433
756275833623502848,1653,6840
755955933503782912,3138,7802
755206590534418437,5836,17480
755110668769038337,12020,22560
754874841593970688,8695,0
754856583969079297,2740,7305
754747087846248448,568,2738
754482103782404096,2116,5645
754449512966619136,797,3977
754120377874386944,2538,8316
753655901052166144,2361,6209
753420520834629632,3867,8408
753398408988139520,2082,6151
753375668877008896,2526,8106
753298634498793472,6254,0
753294487569522689,1127,3609
753039830821511168,22710,39393
753026973505581056,1055,4130
752932432744185856,7398,13392
752917284578922496,1708,7315
752701944171524096,3130,0
752682090207055872,1741,6358
752660715232722944,1713,4674
752568224206688256,2474,5873
752519690950500352,3735,7831
752334515931054080,1191,4052
752309394570878976,18083,0
752173152931807232,2002,6314
751950017322246144,1009,3265
751937170840121344,1459,5531
751830394383790080,2122,6154
751793661361422336,3155,6216
751598357617971201,3294,8381
751583847268179968,1210,4677
751538714308972544,1374,5343
751456908746354688,1080,3395
751251247299190784,6354,13252
751205363882532864,1980,6689
751132876104687617,1411,5390
750868782890057730,1501,5065
750719632563142656,5461,13996
750506206503038976,1245,4710
750429297815552001,4659,13968
750383411068534784,1228,4820
750381685133418496,32,733
750147208377409536,1045,3278
750132105863102464,1376,3850
750117059602808832,1406,4590
750101899009982464,911,3224
750086836815486976,591,2303
750071704093859840,3613,8338
750056684286914561,970,3325
750041628174217216,671,3364
750026558547456000,855,2875
750011400160841729,984,3438
749996283729883136,875,3210
749981277374128128,2647,5413
749774190421639168,1418,4922
749417653287129088,1804,6456
749403093750648834,591,2784
749395845976588288,3746,9111
749317047558017024,2396,5811
749075273010798592,2234,6099
749064354620928000,1630,5070
749036806121881602,843,3283
748977405889503236,3671,11336
748932637671223296,2445,6191
748705597323898880,1023,2929
748699167502000129,1726,5007
748692773788876800,1438,4486
748575535303884801,2153,6417
748568946752774144,726,2305
748346686624440324,1338,5529
748337862848962560,4455,8142
748324050481647620,827,3915
748307329658011649,772,3875
748220828303695873,8400,14944
747963614829678593,2315,6114
747933425676525569,2756,7002
747885874273214464,1063,3121
747844099428986880,810,2963
747816857231626240,1253,5130
747651430853525504,170,1458
747648653817413632,6304,13624
747600769478692864,591,2453
747594051852075008,1134,3904
747512671126323200,1709,5862
747461612269887489,1113,4083
747439450712596480,2075,5732
747242308580548608,3104,0
747219827526344708,1705,5573
747204161125646336,992,3574
747103485104099331,4304,10114
746906459439529985,318,3051
746872823977771008,2314,6329
746818907684614144,1857,5596
746790600704425984,1712,5154
746757706116112384,4198,10104
746726898085036033,1928,6380
746542875601690625,2009,5321
746521445350707200,1058,0
746507379341139972,1165,4890
746369468511756288,1771,6512
746131877086527488,2369,7289
746056683365994496,875,3750
745789745784041472,1148,4253
745712589599014916,2497,7379
745433870967832576,2730,7487
745422732645535745,2615,9047
745314880350101504,2983,7565
745074613265149952,3798,8272
745057283344719872,2447,7635
744995568523612160,671,3139
744971049620602880,2898,8318
744709971296780288,1674,5900
744334592493166593,2298,7143
744234799360020481,84076,164930
744223424764059648,401,1789
743980027717509120,1168,4381
743895849529389061,1028,3836
743835915802583040,2245,0
743609206067040256,1480,4727
743595368194129920,7058,19472
743545585370791937,1003,3715
743510151680958465,3966,8331
743253157753532416,1307,4467
743222593470234624,2047,6535
743210557239623680,1464,4039
742534281772302336,3817,7430
742528092657332225,2139,4675
742465774154047488,4173,7658
742423170473463808,4076,10374
742385895052087300,2139,7163
742161199639494656,1472,4573
742150209887731712,1671,5412
741793263812808706,1621,4804
741743634094141440,2971,8621
741438259667034112,896,3870
741303864243200000,3478,9244
741099773336379392,5953,10577
741067306818797568,3315,9953
740995100998766593,2971,6734
740711788199743490,1002,3589
740699697422163968,842,2983
740676976021798912,7297,19112
740373189193256964,14273,36587
740365076218183684,469,2610
740359016048689152,917,3474
740214038584557568,2110,7043
739979191639244800,6349,21023
739932936087216128,1156,4272
739844404073074688,916,3991
739623569819336705,1455,4010
739606147276148736,1777,5668
739544079319588864,22969,41772
739485634323156992,3159,7580
739238157791694849,62295,121915
738891149612572673,6,113
738885046782832640,1223,3966
738883359779196928,871,3514
738537504001953792,1672,5364
738402415918125056,907,3432
738184450748633089,1296,4532
738166403467907072,3651,9267
738156290900254721,702,2665
737826014890496000,1889,5545
737800304142471168,3712,10503
737678689543020544,1431,5308
737445876994609152,4783,10829
737322739594330112,870,3794
737310737551491075,7943,15443
736736130620620800,1863,4541
736392552031657984,7946,18678
736365877722001409,1345,4194
736225175608430592,2967,8552
736010884653420544,3189,8309
735991953473572864,1231,3782
735648611367784448,1176,4219
735635087207878657,2517,6498
735274964362878976,5440,13661
735256018284875776,950,3510
735137028879360001,1038,3296
734912297295085568,552,2875
734787690684657664,6748,13200
